Orig_Zip,Dest_Zip,Orig_Lon,Orig_Lat,Dest_Lon,Dest_Lat,Transit
E8 2AN,SE16 6XD,-0.062666,51.500310999999996,-0.062666,51.500310999999996,2343
E2 9AE,N16 7UG,-0.063859,51.5565,-0.063859,51.5565,1661
SW6 5DL,SW1V 3HX,-0.20616900000000002,51.486717999999996,-0.20616900000000002,51.486717999999996,2196
N16 7TX,SE17 2AQ,-0.073758,51.488583,-0.073758,51.488583,4193
NW3 4XH,E14 3AL,-0.160721,51.493136,-0.160721,51.493136,3231
N8 0AJ,N22 8JJ,-0.104296,51.607188,-0.104296,51.607188,1514
N10 3LS,EC2Y 8NH,-0.14585399999999998,51.520884,-0.14585399999999998,51.520884,2788
NW10 5JJ,N18 2BQ,-0.231379,51.609765,-0.231379,51.609765,4500
SW16 2EQ,NW2 5AP,-0.129593,51.548623,-0.129593,51.548623,3914
E2 0LT,SW18 3RG,-0.050707999999999996,51.449701,-0.050707999999999996,51.449701,3981
E3 5DB,N17 6RY,-0.036218,51.597736,-0.036218,51.597736,2442
N1 2UR,SW16 5LA,-0.101492,51.413896,-0.101492,51.413896,3220
E14 8LQ,N7 6JL,-0.025197,51.560272,-0.025197,51.560272,3293
N22 6QE,N16 5DF,-0.09901,51.571689,-0.09901,51.571689,2419
N7 9LD,SE16 6XE,-0.125604,51.50034,-0.125604,51.50034,2848
SW12 9PN,N12 0AH,-0.14711300000000002,51.603226,-0.14711300000000002,51.603226,4377
SW18 5QJ,SE5 9BW,-0.207368,51.469089000000004,-0.207368,51.469089000000004,3701
NW2 6PR,CR4 2DY,-0.22444499999999998,51.416571000000005,-0.22444499999999998,51.416571000000005,4742
CR4 2HA,N4 2AZ,-0.159216,51.566699,-0.159216,51.566699,3955
E3 3PT,E1 4PX,-0.022239,51.521366,-0.022239,51.521366,1182
E14 8DE,SE22 0BD,-0.030688999999999998,51.449944,-0.030688999999999998,51.449944,3131
NW10 5HP,N16 0TJ,-0.223108,51.560491999999996,-0.223108,51.560491999999996,2744
SW18 5RX,N1 2UN,-0.20631599999999997,51.544271,-0.20631599999999997,51.544271,2422
SW7 4ET,SW16 6DL,-0.18658,51.422583,-0.18658,51.422583,2615
SW10 9BW,N8 8RH,-0.190965,51.58117,-0.190965,51.58117,3302
N13 5DE,N17 8AJ,-0.089522,51.602222,-0.089522,51.602222,1883
SW11 6DS,N22 5LU,-0.16781,51.598906,-0.16781,51.598906,3779
E17 6RR,CR7 8RD,-0.024932,51.397890000000004,-0.024932,51.397890000000004,4174
SE5 7QS,SE23 3NP,-0.08904,51.449257,-0.08904,51.449257,2798
E2 0QA,SW2 1AJ,-0.042266000000000005,51.458426,-0.042266000000000005,51.458426,3230
SE15 1NF,SW11 5EZ,-0.0621,51.474942,-0.0621,51.474942,3394
SW6 2TT,N13 4SY,-0.191115,51.610862,-0.191115,51.610862,4639
N12 0PT,SW12 8SL,-0.169987,51.445783,-0.169987,51.445783,4668
